"","Overall","Value","Valor"
"937",77,"€8.5M",8500000
"938",77,"€8.5M",8500000
"939",77,"€10M",10000000
"940",77,"€3.4M",3400000
"941",77,"€6.5M",6500000
"942",77,"€7.5M",7500000
"943",77,"€8M",8000000
"944",77,"€11M",11000000
"945",77,"€7M",7000000
"946",77,"€4.5M",4500000
"947",77,"€9M",9000000
"948",77,"€3.6M",3600000
"949",77,"€5.5M",5500000
"950",77,"€9M",9000000
"951",77,"€9.5M",9500000
"952",77,"€10.5M",10500000
"953",77,"€9M",9000000
"954",77,"€7M",7000000
"955",77,"€7.5M",7500000
"956",77,"€9M",9000000
"957",77,"€11.5M",11500000
"958",77,"€12M",12000000
"959",77,"€8.5M",8500000
"960",77,"€8.5M",8500000
"961",77,"€12M",12000000
"962",77,"€9M",9000000
"963",77,"€5.5M",5500000
"964",77,"€9M",9000000
"965",77,"€6.5M",6500000
"966",77,"€6.5M",6500000
"967",77,"€4.7M",4700000
"968",77,"€10.5M",10500000
"969",77,"€7M",7000000
"970",77,"€8.5M",8500000
"971",77,"€5.5M",5500000
"972",77,"€9M",9000000
"973",77,"€5.5M",5500000
"974",77,"€12.5M",12500000
"975",77,"€9M",9000000
"976",77,"€5M",5000000
"977",77,"€9M",9000000
"978",77,"€7M",7000000
"979",77,"€5M",5000000
"980",77,"€12M",12000000
"981",77,"€6.5M",6500000
"982",77,"€3.6M",3600000
"983",77,"€8M",8000000
"984",77,"€2.5M",2500000
"985",77,"€6.5M",6500000
"986",77,"€3.2M",3200000
"987",77,"€5M",5000000
"988",77,"€4.7M",4700000
"989",77,"€11.5M",11500000
"990",77,"€9.5M",9500000
"991",77,"€4.5M",4500000
"992",77,"€8M",8000000
"993",77,"€9M",9000000
"994",77,"€9M",9000000
"995",77,"€8.5M",8500000
"996",77,"€8M",8000000
"997",77,"€14.5M",14500000
"998",77,"€3.4M",3400000
"999",77,"€6.5M",6500000
"1000",77,"€12.5M",12500000
"1001",77,"€7.5M",7500000
"1002",77,"€9M",9000000
"1003",77,"€8.5M",8500000
"1004",77,"€8M",8000000
"1005",77,"€5.5M",5500000
"1006",77,"€5M",5000000
"1007",77,"€9M",9000000
"1008",77,"€11M",11000000
"1009",77,"€10M",10000000
"1010",77,"€10.5M",10500000
"1011",77,"€3.2M",3200000
"1012",77,"€2.7M",2700000
"1013",77,"€9.5M",9500000
"1014",77,"€9M",9000000
"1015",77,"€8.5M",8500000
"1016",77,"€7M",7000000
"1017",77,"€9.5M",9500000
"1018",77,"€10.5M",10500000
"1019",77,"€4.1M",4100000
"1020",77,"€6.5M",6500000
"1021",77,"€14.5M",14500000
"1022",77,"€11M",11000000
"1023",77,"€5M",5000000
"1024",77,"€10.5M",10500000
"1025",77,"€10M",10000000
"1026",77,"€9M",9000000
"1027",77,"€9M",9000000
"1028",77,"€12M",12000000
"1029",77,"€5M",5000000
"1030",77,"€6M",6000000
"1031",77,"€10.5M",10500000
"1032",77,"€10.5M",10500000
"1033",77,"€9.5M",9500000
"1034",77,"€10M",10000000
"1035",77,"€7M",7000000
"1036",77,"€11M",11000000
"1037",77,"€7.5M",7500000
"1038",77,"€9M",9000000
"1039",77,"€7M",7000000
"1040",77,"€6.5M",6500000
"1041",77,"€11M",11000000
"1042",77,"€7.5M",7500000
"1043",77,"€10.5M",10500000
"1044",77,"€10.5M",10500000
"1045",77,"€5.5M",5500000
"1046",77,"€12M",12000000
"1047",77,"€6.5M",6500000
"1048",77,"€4.7M",4700000
"1049",77,"€8.5M",8500000
"1050",77,"€7M",7000000
"1051",77,"€7M",7000000
"1052",77,"€13M",13000000
"1053",77,"€10.5M",10500000
"1054",77,"€12M",12000000
"1055",77,"€12M",12000000
"1056",77,"€10.5M",10500000
"1057",77,"€9.5M",9500000
"1058",77,"€12.5M",12500000
"1059",77,"€9.5M",9500000
"1060",77,"€6.5M",6500000
"1061",77,"€9M",9000000
"1062",77,"€16M",16000000
"1063",77,"€2.1M",2100000
"1064",77,"€12.5M",12500000
"1065",77,"€5M",5000000
"1066",77,"€9M",9000000
"1067",77,"€6M",6000000
"1068",77,"€7M",7000000
"1069",77,"€11.5M",11500000
"1070",77,"€2.1M",2100000
"1071",77,"€7.5M",7500000
"1072",77,"€10.5M",10500000
"1073",77,"€8.5M",8500000
"1074",77,"€7M",7000000
"1075",77,"€8.5M",8500000
"1076",77,"€2.7M",2700000
"1077",77,"€13M",13000000
"1078",77,"€6M",6000000
"1079",77,"€3.6M",3600000
"1080",77,"€12M",12000000
"1081",77,"€6M",6000000
"1082",77,"€4.7M",4700000
"1083",77,"€11.5M",11500000
"1084",77,"€3.2M",3200000
"1085",77,"€12M",12000000
"1086",77,"€8M",8000000
"1087",77,"€10.5M",10500000
"1088",77,"€8M",8000000
"1089",77,"€11.5M",11500000
"1090",77,"€13.5M",13500000
"1091",77,"€11M",11000000
"1092",77,"€2.1M",2100000
"1093",77,"€6.5M",6500000
"1094",77,"€12.5M",12500000
"1095",77,"€12M",12000000
"1096",77,"€11M",11000000
"1097",77,"€12.5M",12500000
"1098",77,"€11.5M",11500000
"1099",77,"€11M",11000000
"1100",77,"€8M",8000000
"1101",77,"€13M",13000000
"1102",77,"€13M",13000000
"1103",77,"€6.5M",6500000
"1104",77,"€8M",8000000
"1105",77,"€12M",12000000
"1106",77,"€7M",7000000
"1107",77,"€9M",9000000
"1108",77,"€10.5M",10500000
"1109",77,"€2.7M",2700000
"1110",77,"€9M",9000000
"1111",77,"€8.5M",8500000
"1112",77,"€9.5M",9500000
"1113",77,"€9M",9000000
"1114",77,"€12M",12000000
"1115",77,"€13.5M",13500000
"1116",77,"€10.5M",10500000
"1117",77,"€10.5M",10500000
"1118",77,"€11.5M",11500000
"1119",77,"€7M",7000000
"1120",77,"€13M",13000000
"1121",77,"€10M",10000000
"1122",77,"€9.5M",9500000
"1123",77,"€11M",11000000
"1124",77,"€9M",9000000
"1125",77,"€8.5M",8500000
"1126",77,"€9M",9000000
"1127",77,"€9M",9000000
"1128",77,"€3.2M",3200000
"1129",77,"€10M",10000000
"1130",77,"€8.5M",8500000
"1131",77,"€5M",5000000
"1132",77,"€7.5M",7500000
"1133",77,"€9M",9000000
"1134",77,"€17.5M",17500000
"1135",77,"€6.5M",6500000
"1136",77,"€8.5M",8500000
"1137",77,"€11M",11000000
"1138",77,"€3.6M",3600000
"1139",77,"€6.5M",6500000
"1140",77,"€15.5M",15500000
"1141",77,"€11M",11000000
"1142",77,"€6.5M",6500000
"1143",77,"€12M",12000000
"1144",77,"€9M",9000000
"1145",77,"€9M",9000000
"1146",77,"€11M",11000000
"1147",77,"€14M",14000000
"1148",77,"€7M",7000000
"1149",77,"€8.5M",8500000
"1150",77,"€12M",12000000
"1151",77,"€11M",11000000
"1152",77,"€12.5M",12500000
"1153",77,"€7M",7000000
"1154",77,"€7M",7000000
"1155",77,"€9.5M",9500000
"1156",77,"€8.5M",8500000
"1157",77,"€8M",8000000
"1158",77,"€6.5M",6500000
"1159",77,"€9M",9000000
"1160",77,"€4.5M",4500000
"1161",77,"€10.5M",10500000
"1162",77,"€8.5M",8500000
"1163",77,"€15.5M",15500000
"1164",77,"€10.5M",10500000
"1165",77,"€6.5M",6500000
"1166",77,"€7M",7000000
"1167",77,"€11.5M",11500000
"1168",77,"€7M",7000000
"1169",77,"€10.5M",10500000
"1170",77,"€5M",5000000
"1171",77,"€8.5M",8500000
"1172",77,"€10M",10000000
"1173",77,"€5.5M",5500000
"1174",77,"€12.5M",12500000
"1175",77,"€11.5M",11500000
"1176",77,"€8.5M",8500000
"1177",77,"€6.5M",6500000
"1178",77,"€10M",10000000
"1179",77,"€7M",7000000
"1180",77,"€10.5M",10500000
"1181",77,"€14M",14000000
"1182",77,"€7M",7000000
"1183",77,"€12M",12000000
"1184",77,"€9M",9000000
"1185",77,"€9M",9000000
"1186",77,"€7M",7000000
"1187",77,"€10M",10000000
"1188",77,"€10M",10000000
"1189",76,"€9M",9000000
"1190",76,"€4.7M",4700000
"1191",76,"€6.5M",6500000
"1192",76,"€9.5M",9500000
"1193",76,"€6M",6000000
"1194",76,"€6M",6000000
"1195",76,"€6.5M",6500000
"1196",76,"€10M",10000000
"1197",76,"€8M",8000000
"1198",76,"€8.5M",8500000
"1199",76,"€9M",9000000
"1200",76,"€10.5M",10500000
"1201",76,"€10M",10000000
"1202",76,"€8M",8000000
"1203",76,"€3.1M",3100000
"1204",76,"€5M",5000000
"1205",76,"€6.5M",6500000
"1206",76,"€7.5M",7500000
"1207",76,"€7.5M",7500000
"1208",76,"€8.5M",8500000
"1209",76,"€7.5M",7500000
"1210",76,"€3.1M",3100000
"1211",76,"€5.5M",5500000
"1212",76,"€4.5M",4500000
"1213",76,"€8M",8000000
"1214",76,"€9.5M",9500000
"1215",76,"€9.5M",9500000
"1216",76,"€4.9M",4900000
"1217",76,"€10.5M",10500000
"1218",76,"€8M",8000000
"1219",76,"€8M",8000000
"1220",76,"€9.5M",9500000
"1221",76,"€7.5M",7500000
"1222",76,"€12.5M",12500000
"1223",76,"€9.5M",9500000
"1224",76,"€10.5M",10500000
"1225",76,"€8M",8000000
"1226",76,"€7.5M",7500000
"1227",76,"€6M",6000000
"1228",76,"€10.5M",10500000
"1229",76,"€8.5M",8500000
"1230",76,"€11M",11000000
"1231",76,"€7.5M",7500000
"1232",76,"€7.5M",7500000
"1233",76,"€10M",10000000
"1234",76,"€8.5M",8500000
"1235",76,"€6M",6000000
"1236",76,"€11.5M",11500000
"1237",76,"€8.5M",8500000
"1238",76,"€6M",6000000
"1239",76,"€4.9M",4900000
"1240",76,"€5M",5000000
"1241",76,"€8M",8000000
"1242",76,"€7.5M",7500000
"1243",76,"€10M",10000000
"1244",76,"€7M",7000000
"1245",76,"€7.5M",7500000
"1246",76,"€10.5M",10500000
"1247",76,"€10.5M",10500000
"1248",76,"€7M",7000000
"1249",76,"€9.5M",9500000
"1250",76,"€9M",9000000
"1251",76,"€8M",8000000
"1252",76,"€7.5M",7500000
"1253",76,"€10.5M",10500000
"1254",76,"€7.5M",7500000
"1255",76,"€7.5M",7500000
"1256",76,"€7.5M",7500000
"1257",76,"€11M",11000000
"1258",76,"€8.5M",8500000
"1259",76,"€6.5M",6500000
"1260",76,"€10.5M",10500000
"1261",76,"€4.3M",4300000
"1262",76,"€10.5M",10500000
"1263",76,"€4.7M",4700000
"1264",76,"€6.5M",6500000
"1265",76,"€11M",11000000
"1266",76,"€8M",8000000
"1267",76,"€6.5M",6500000
"1268",76,"€7.5M",7500000
"1269",76,"€9M",9000000
"1270",76,"€5M",5000000
"1271",76,"€9M",9000000
"1272",76,"€5.5M",5500000
"1273",76,"€2.3M",2300000
"1274",76,"€11.5M",11500000
"1275",76,"€8M",8000000
"1276",76,"€8.5M",8500000
"1277",76,"€1M",1000000
"1278",76,"€10M",10000000
"1279",76,"€8M",8000000
"1280",76,"€9.5M",9500000
"1281",76,"€9M",9000000
"1282",76,"€8M",8000000
"1283",76,"€8M",8000000
"1284",76,"€525K",525000
"1285",76,"€7.5M",7500000
"1286",76,"€12.5M",12500000
"1287",76,"€11.5M",11500000
"1288",76,"€11M",11000000
"1289",76,"€8M",8000000
"1290",76,"€8M",8000000
"1291",76,"€9.5M",9500000
"1292",76,"€3.9M",3900000
"1293",76,"€8.5M",8500000
"1294",76,"€7.5M",7500000
"1295",76,"€8.5M",8500000
"1296",76,"€6.5M",6500000
"1297",76,"€6M",6000000
"1298",76,"€7M",7000000
"1299",76,"€9M",9000000
"1300",76,"€4.8M",4800000
"1301",76,"€7.5M",7500000
"1302",76,"€12M",12000000
"1303",76,"€6M",6000000
"1304",76,"€8.5M",8500000
"1305",76,"€10.5M",10500000
"1306",76,"€7.5M",7500000
"1307",76,"€4.7M",4700000
"1308",76,"€3.1M",3100000
"1309",76,"€9.5M",9500000
"1310",76,"€8M",8000000
"1311",76,"€8.5M",8500000
"1312",76,"€8M",8000000
"1313",76,"€5M",5000000
"1314",76,"€10M",10000000
"1315",76,"€6.5M",6500000
"1316",76,"€8M",8000000
"1317",76,"€12M",12000000
"1318",76,"€5.5M",5500000
"1319",76,"€10M",10000000
"1320",76,"€8.5M",8500000
"1321",76,"€8M",8000000
"1322",76,"€3M",3000000
"1323",76,"€4.8M",4800000
"1324",76,"€2.3M",2300000
"1325",76,"€8M",8000000
"1326",76,"€9.5M",9500000
"1327",76,"€6M",6000000
"1328",76,"€6.5M",6500000
"1329",76,"€11.5M",11500000
"1330",76,"€7M",7000000
"1331",76,"€8M",8000000
"1332",76,"€8M",8000000
"1333",76,"€13.5M",13500000
"1334",76,"€7M",7000000
"1335",76,"€7.5M",7500000
"1336",76,"€8M",8000000
"1337",76,"€9M",9000000
"1338",76,"€6M",6000000
"1339",76,"€5M",5000000
"1340",76,"€3.9M",3900000
"1341",76,"€7.5M",7500000
"1342",76,"€9M",9000000
"1343",76,"€1.8M",1800000
"1344",76,"€8M",8000000
"1345",76,"€7.5M",7500000
"1346",76,"€7.5M",7500000
"1347",76,"€6M",6000000
"1348",76,"€5M",5000000
"1349",76,"€1M",1000000
"1350",76,"€6M",6000000
"1351",76,"€8M",8000000
"1352",76,"€7.5M",7500000
"1353",76,"€6.5M",6500000
"1354",76,"€8M",8000000
"1355",76,"€9M",9000000
"1356",76,"€7M",7000000
"1357",76,"€7M",7000000
"1358",76,"€6.5M",6500000
"1359",76,"€7.5M",7500000
"1360",76,"€7.5M",7500000
"1361",76,"€10M",10000000
"1362",76,"€8M",8000000
"1363",76,"€3.9M",3900000
"1364",76,"€10.5M",10500000
"1365",76,"€5.5M",5500000
"1366",76,"€5.5M",5500000
"1367",76,"€10.5M",10500000
"1368",76,"€7.5M",7500000
"1369",76,"€8M",8000000
"1370",76,"€6M",6000000
"1371",76,"€7.5M",7500000
"1372",76,"€4.7M",4700000
"1373",76,"€8M",8000000
"1374",76,"€9M",9000000
"1375",76,"€10M",10000000
"1376",76,"€3.4M",3400000
"1377",76,"€5M",5000000
"1378",76,"€9.5M",9500000
"1379",76,"€8.5M",8500000
"1380",76,"€6M",6000000
"1381",76,"€5.5M",5500000
"1382",76,"€8.5M",8500000
"1383",76,"€6M",6000000
"1384",76,"€5.5M",5500000
"1385",76,"€5.5M",5500000
"1386",76,"€9M",9000000
"1387",76,"€6M",6000000
"1388",76,"€7.5M",7500000
"1389",76,"€8.5M",8500000
"1390",76,"€8.5M",8500000
"1391",76,"€5M",5000000
"1392",76,"€12M",12000000
"1393",76,"€8M",8000000
"1394",76,"€9M",9000000
"1395",76,"€8.5M",8500000
"1396",76,"€7.5M",7500000
"1397",76,"€10.5M",10500000
"1398",76,"€11M",11000000
"1399",76,"€9M",9000000
"1400",76,"€7M",7000000
"1401",76,"€7.5M",7500000
"1402",76,"€8M",8000000
"1403",76,"€7.5M",7500000
"1404",76,"€8M",8000000
"1405",76,"€7.5M",7500000
"1406",76,"€10M",10000000
"1407",76,"€7.5M",7500000
"1408",76,"€4.3M",4300000
"1409",76,"€4.8M",4800000
"1410",76,"€5M",5000000
"1411",76,"€12.5M",12500000
"1412",76,"€9M",9000000
"1413",76,"€8.5M",8500000
"1414",76,"€5.5M",5500000
"1415",76,"€6M",6000000
"1416",76,"€8.5M",8500000
"1417",76,"€9M",9000000
"1418",76,"€7.5M",7500000
"1419",76,"€6M",6000000
"1420",76,"€8.5M",8500000
"1421",76,"€8M",8000000
"1422",76,"€5M",5000000
"1423",76,"€12M",12000000
"1424",76,"€4.3M",4300000
"1425",76,"€2.2M",2200000
"1426",76,"€4.4M",4400000
"1427",76,"€7M",7000000
"1428",76,"€7.5M",7500000
"1429",76,"€7.5M",7500000
"1430",76,"€7M",7000000
"1431",76,"€8M",8000000
"1432",76,"€4.7M",4700000
"1433",76,"€6.5M",6500000
"1434",76,"€6M",6000000
"1435",76,"€7.5M",7500000
"1436",76,"€5M",5000000
"1437",76,"€9.5M",9500000
"1438",76,"€9M",9000000
"1439",76,"€11.5M",11500000
"1440",76,"€9.5M",9500000
"1441",76,"€8M",8000000
"1442",76,"€7M",7000000
"1443",76,"€5.5M",5500000
"1444",76,"€6M",6000000
"1445",76,"€7.5M",7500000
"1446",76,"€8.5M",8500000
"1447",76,"€5.5M",5500000
"1448",76,"€9M",9000000
"1449",76,"€4.9M",4900000
"1450",76,"€10.5M",10500000
"1451",76,"€6M",6000000
"1452",76,"€10.5M",10500000
"1453",76,"€3.1M",3100000
"1454",76,"€6M",6000000
"1455",76,"€7.5M",7500000
"1456",76,"€10.5M",10500000
"1457",76,"€7.5M",7500000
"1458",76,"€11.5M",11500000
"1459",76,"€10M",10000000
"1460",76,"€8M",8000000
"1461",76,"€8.5M",8500000
"1462",76,"€5.5M",5500000
"1463",76,"€4.8M",4800000
"1464",76,"€8.5M",8500000
"1465",76,"€5M",5000000
"1466",76,"€7M",7000000
"1467",76,"€5.5M",5500000
"1468",76,"€11M",11000000
"1469",76,"€6M",6000000
"1470",76,"€8.5M",8500000
"1471",76,"€8M",8000000
"1472",76,"€7.5M",7500000
"1473",76,"€9M",9000000
"1474",76,"€3M",3000000
"1475",76,"€5.5M",5500000
"1476",76,"€9.5M",9500000
"1477",76,"€5.5M",5500000
"1478",76,"€10.5M",10500000
"1479",76,"€9.5M",9500000
"1480",76,"€7M",7000000
"1481",76,"€7M",7000000
"1482",76,"€5.5M",5500000
"1483",76,"€8.5M",8500000
"1484",76,"€9.5M",9500000
"1485",76,"€7.5M",7500000
"1486",76,"€9M",9000000
"1487",76,"€5.5M",5500000
"1488",76,"€8.5M",8500000
"1489",76,"€10M",10000000
"1490",76,"€11M",11000000
"1491",76,"€7.5M",7500000
"1492",76,"€7M",7000000
"1493",76,"€7.5M",7500000
"1494",76,"€10.5M",10500000
"1495",76,"€10M",10000000
"1496",76,"€10M",10000000
"1497",76,"€5M",5000000
"1498",76,"€7M",7000000
"1499",76,"€6.5M",6500000
"1500",76,"€6M",6000000
"1501",76,"€7.5M",7500000
"1502",76,"€5.5M",5500000
"1503",76,"€5.5M",5500000
"1504",76,"€11.5M",11500000
"1505",76,"€4.7M",4700000
"1506",76,"€7.5M",7500000
"1507",76,"€6.5M",6500000
"1508",76,"€11M",11000000
"1509",76,"€11M",11000000
"1510",76,"€8.5M",8500000
"1511",76,"€14M",14000000
"1512",76,"€5M",5000000
"1513",76,"€11.5M",11500000
"1514",76,"€4.4M",4400000
"1515",76,"€4.3M",4300000
"1516",76,"€9M",9000000
"1517",76,"€9.5M",9500000
"1518",76,"€2.2M",2200000
"1519",76,"€10M",10000000
"1520",76,"€10.5M",10500000
"1521",76,"€4.4M",4400000
"1522",76,"€7M",7000000
"1523",76,"€8.5M",8500000
"1524",76,"€9.5M",9500000
"1525",76,"€4.3M",4300000
"1526",76,"€9.5M",9500000
"1527",76,"€9.5M",9500000
"1528",76,"€7.5M",7500000
"1529",76,"€5.5M",5500000
"1530",76,"€9.5M",9500000
"1531",76,"€6M",6000000
"1532",76,"€6.5M",6500000
"1533",76,"€10.5M",10500000
"1534",76,"€6M",6000000
"1535",76,"€3.1M",3100000
"1536",76,"€8.5M",8500000
"1537",76,"€7M",7000000
"1538",76,"€5M",5000000
"1539",76,"€10.5M",10500000
"1540",76,"€5.5M",5500000
"1541",76,"€7M",7000000
"1542",76,"€6M",6000000
"1543",76,"€10M",10000000
"1544",76,"€7.5M",7500000
"1545",76,"€7.5M",7500000
"1546",76,"€6M",6000000
"1547",76,"€10M",10000000
"1548",76,"€8M",8000000
"1549",76,"€6M",6000000
"1550",76,"€8M",8000000
"1551",76,"€9M",9000000
"1552",76,"€4.4M",4400000
"1553",76,"€11.5M",11500000
"1554",76,"€7M",7000000
"1555",76,"€8M",8000000
"1556",76,"€8.5M",8500000
"1557",76,"€8M",8000000
"1558",76,"€3.9M",3900000
"1559",76,"€10.5M",10500000
"1560",75,"€2.7M",2700000
"1561",75,"€9M",9000000
"1562",75,"€7M",7000000
"1563",75,"€7M",7000000
"1564",75,"€7M",7000000
"1565",75,"€8.5M",8500000
"1566",75,"€9M",9000000
"1567",75,"€9M",9000000
"1568",75,"€8.5M",8500000
"1569",75,"€8.5M",8500000
"1570",75,"€6.5M",6500000
"1571",75,"€9.5M",9500000
"1572",75,"€6.5M",6500000
"1573",75,"€9M",9000000
"1574",75,"€6.5M",6500000
"1575",75,"€7M",7000000
"1576",75,"€7M",7000000
"1577",75,"€2.7M",2700000
"1578",75,"€8M",8000000
"1579",75,"€8M",8000000
"1580",75,"€7.5M",7500000
